     njet  bjet  ht_low      ht_high  mht_bin  mht_low    mht_high           bkg       bkg_err        bkgTtw    bkgTtw_err       bkgZinv   bkgZinv_err        bkgQcd    bkgQcd_err      data  data_err_up  data_err_down
86   eq3j  eq2b  1200.0          inf        2      600  900.000000  4.605878e-01  9.102650e-02  1.271990e-01  3.860526e-02  3.271157e-01  8.481920e-02  6.273067e-03  7.207108e-03       0.0     1.290400       0.000000
87   eq3j  eq2b  1200.0          inf        3      900         inf  3.281538e-01  7.063766e-02  7.513230e-02  2.509731e-02  2.487639e-01  6.635097e-02  4.257692e-03  4.890466e-03       0.0     1.290400       0.000000
88   eq3j  eq3b   200.0   400.000000        0      200         inf  1.494396e+01  2.203899e+00  1.268979e+01  3.132682e+00  2.102317e+00  2.859114e-01  1.518444e-01  1.267118e-01      16.0     4.799100       3.666200
89   eq3j  eq3b   400.0   600.000000        0      200  400.000000  6.684307e+00  1.104008e+00  4.911372e+00  1.303312e+00  1.743899e+00  1.570489e-01  2.903685e-02  3.018200e-02      10.0     3.806000       3.223600
90   eq3j  eq3b   400.0   600.000000        1      400         inf  8.315987e-01  7.803615e-02  3.384351e-01  8.933710e-02  4.902603e-01  6.406530e-02  2.903219e-03  3.320550e-03       2.0     2.250400       1.264200
91   eq3j  eq3b   600.0          inf        0      200  400.000000  3.541083e-01  4.439118e-02  1.362862e-01  5.630602e-02  2.178222e-01  3.237712e-02  3.000002e-12  2.324821e-12       3.0     2.301200       1.896400
92   eq3j  eq3b   600.0          inf        1      400  600.000000  3.528626e-01  5.609979e-02  1.717054e-01  6.401629e-02  1.811572e-01  2.675602e-02  3.000011e-12  2.325095e-12       3.0     2.301200       1.896400
93   eq3j  eq3b   600.0          inf        2      600         inf  1.603658e-01  1.926176e-02  2.552857e-02  1.318193e-02  1.348372e-01  2.326986e-02  2.999988e-12  2.324457e-12       0.0     1.290400       0.000000
94   eq3j  eq3b   900.0          NaN        0      200  400.000000           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN       NaN          NaN            NaN
95   eq3j  eq3b   900.0          NaN        1      400  600.000000           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN       NaN          NaN            NaN
96   eq3j  eq3b   900.0          NaN        2      600  900.000000           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN       NaN          NaN            NaN
97   eq3j  eq3b   900.0          NaN        3      900         inf           NaN           NaN           NaN           NaN           NaN           NaN           NaN           NaN       NaN          NaN            NaN
98   eq4j  eq0b   400.0   600.000000        0      200  400.000000  4.329293e+03  6.183099e+01  2.091545e+03  1.109000e+02  2.228581e+03  1.449013e+02  9.167101e+00  8.299916e+00    4324.0    65.757129      65.757129
