njet,bjet,ht_low,ht_high,mht_low,mht_high,bkg,bkg_err,data
ge6j,eq1b,900.0,1200.0,600,inf,3.587004,0.731408,1.0
ge6j,eq1b,1200.0,inf,200,400.0,4.951073,0.693999,6.0
ge6j,eq1b,1200.0,inf,400,600.0,4.50646,0.837786,5.0
ge6j,eq1b,1200.0,inf,600,900.0,2.342252,0.622919,5.0
ge6j,eq1b,1200.0,inf,900,inf,0.901416,0.290828,0.0
ge6j,eq2b,400.0,600.0,200,inf,70.657715,5.213544,58.0
ge6j,eq2b,600.0,900.0,200,400.0,76.658417,5.000428,85.0
ge6j,eq2b,600.0,900.0,400,inf,8.929625,0.835838,8.0
ge6j,eq2b,900.0,1200.0,200,400.0,16.600357,1.871844,11.0
ge6j,eq2b,900.0,1200.0,400,600.0,4.148242,0.533374,3.0
ge6j,eq2b,900.0,1200.0,600,inf,0.910016,0.17207,0.0
ge6j,eq2b,1200.0,inf,200,400.0,1.79618,0.289728,0.0
ge6j,eq2b,1200.0,inf,400,600.0,1.225217,0.205204,0.0
ge6j,eq2b,1200.0,inf,600,900.0,0.552013,0.146229,2.0
ge6j,eq2b,1200.0,inf,900,inf,0.199001,0.057374,0.0
ge6j,eq3b,400.0,600.0,200,inf,8.523041,1.518978,14.0
ge6j,eq3b,600.0,900.0,200,400.0,10.808303,1.255103,20.0
ge6j,eq3b,600.0,900.0,400,inf,1.159918,0.164666,3.0
ge6j,eq3b,900.0,1200.0,200,400.0,2.82136,0.53617,4.0
ge6j,eq3b,900.0,1200.0,400,600.0,0.575246,0.110972,0.0
ge6j,eq3b,900.0,1200.0,600,inf,0.143911,0.03305,0.0
ge6j,eq3b,1200.0,inf,200,400.0,0.280925,0.07172,1.0
ge6j,eq3b,1200.0,inf,400,600.0,0.174096,0.042175,0.0
ge6j,eq3b,1200.0,inf,600,900.0,0.071134,0.018441,1.0
ge6j,eq3b,1200.0,inf,900,inf,0.024261,0.007399,0.0
ge6j,ge4b,400.0,600.0,200,inf,1.626904,0.454229,4.0
